InputID,ComputedRoomID,RoomName
104,30103,room_dw_nondescript_room
105,30104,room_dw_nondescript_field
106,30105,room_dw_nondescript_hallway
107,30106,room_dw_nondescript_classroom
108,30107,room_dw_backstage
109,30108,room_dw_snow_zone
110,30109,room_town_krisyard_dark
111,n/a,room_adventureboardtest
112,30111,room_board_1
113,n/a,room_lerptest
114,n/a,room_shadowmantle_movementExample
115,30114,room_board_dungeon_2
116,30115,room_board_dungeon_3
117,30116,room_board_preshadowmantle
118,30117,room_shadowmantle
119,30118,room_board_prepostshadowmantle
120,30119,room_board_postshadowmantle
121,30120,room_dw_ch3_man
122,n/a,room_board_boattest
123,n/a,room_debug_tennatexttester
124,30123,room_susiezilla
125,30124,room_board_intro
126,n/a,room_susiezilla_singleScreenMockup
127,30126,room_torhouse_sepia
128,n/a,room_rhythmgame_editor
129,n/a,room_board_tests
130,n/a,room_board_postshadowmantle_test
131,30130,room_ch3_gameshowroom
132,30131,room_shootout
133,n/a,room_genanimtest
134,30133,room_board_preshadowmantle_repeat
135,30134,room_dw_green_room
136,30135,room_board_1_sword
137,30136,room_board_sword_intro
138,30137,room_board_1_sword_trees
139,30138,room_dw_changing_room
140,30139,room_dw_console_room
141,30140,room_board_2
142,30141,room_dw_tv_closet
143,n/a,room_perspective_testing
144,30143,room_board_3
145,n/a,room_dw_b3bstest
146,n/a,room_dw_b3bstest_big
147,30146,room_dw_b3bs_interstitial
148,30147,room_board_2_sword
149,n/a,room_bullettest_new
150,30149,room_board_empty
151,30150,room_dw_b3bs_rouxls_lanina
152,n/a,room_dw_b3bs_template
153,30152,room_dw_b3bs_rouxls_boss
154,30153,room_dw_b3bs_cheaterpippins
155,30154,room_dw_b3bs_idcardpuzzle
156,30155,room_dw_b3bs_intro
157,30156,room_dw_b3bs_zapper_a
158,30157,room_dw_b3bs_rabbick_a
159,30158,room_dw_b3bs_lancerget
160,30159,room_dw_b3bs_cooltrashy
161,30160,room_dw_b3bs_zapper_c
162,30161,room_dw_b3bs_rabbick_b
163,30162,room_dw_b3bs_sadshadowguys
164,30163,room_dw_b3bs_zapper_b
165,n/a,room_ch3_gameshowroom_tennatest
166,30165,room_dw_susiezilla
167,30166,room_dw_inbetween
168,30167,room_dw_teevie_preview
169,30168,room_dw_chef
170,30169,room_dw_puzzlecloset_1
171,30170,room_dw_puzzlecloset_2
172,30173,room_dw_chef_empty
173,30174,room_dw_susiezilla_empty
174,30175,room_dw_rhythm_empty
175,30176,room_board_3b
176,n/a,room_CHEFS
177,30178,room_dw_b3bs_jail1
178,30179,room_dw_b3bs_shop
179,30180,room_dw_b3bs_mysterypuzzle
180,30181,room_dw_b3bs_watercooler
181,30182,room_dw_b3bs_jail2
182,30183,room_dw_b3bs_zapper_d
183,30184,room_dw_b3bs_extrapuzzle
184,30185,room_dw_b3bs_bibliox
185,n/a,room_rhythmgame_tenna_test
186,30187,room_board_3_sword
187,30188,room_dw_couch_points
188,30189,room_dw_couch_overworld_intro_left
189,30190,room_dw_couch_video
190,30191,room_dw_snow_zone_battle
191,n/a,room_dw_b3bs_zapper_a_old
192,30193,room_dw_puzzlecloset_0
193,30194,room_board_gsa02_b0
194,30195,room_dw_tv_curtain
195,30196,room_dw_teevie_intro
196,30197,room_dw_teevie_large_01
197,30198,room_dw_teevie_large_02
198,30199,room_dw_teevie_cowboy_zone_01_intro
199,30200,room_dw_teevie_cowboy_zone_01_after
200,30201,room_dw_teevie_watercooler
201,30202,room_dw_teevie_susiezilla
202,30203,room_dw_teevie_cowboy_zone_02_intro
203,30204,room_dw_teevie_cowboy_zone_02_after
204,30205,room_dw_teevie_shadow_guys
205,30206,room_dw_teevie_stealth_c
206,30207,room_dw_teevie_stealth
207,30208,room_dw_teevie_failure_cage
208,30209,room_dw_teevie_rhythm
209,30210,room_dw_teevie_maze_points
210,30211,room_dw_teevie_maze_chef
211,30212,room_dw_teevie_maze_final
212,30213,room_dw_teevie_maze
213,30214,room_dw_teevie_chef
214,30215,room_dw_teevie_cutscene_final
215,30216,room_dw_teevie_ribbick
216,30217,room_dw_teevie_preview_south
217,30218,room_dw_b3bs_camerareminder
218,30219,room_dw_puzzlecloset_3
219,30220,room_dw_teevie_sams
220,30221,room_dw_teevie_bonus_zone
221,30222,room_dw_teevie_audiencepits
222,n/a,room_dw_channelchange_test
223,30224,room_dw_teevie_lightmaze
224,30225,room_dw_teevie_maze_quiz
225,30226,room_dw_ranking_hub
226,30227,room_dw_ranking_a
227,30228,room_dw_ranking_b
228,30229,room_dw_ranking_c
229,30230,room_dw_ranking_z
230,30231,room_dw_ranking_z_hallway
231,30232,room_dw_teevie_ribbicks_a
232,30233,room_dw_teevie_ribbicks_b
233,30234,room_dw_teevie_susiebridge
234,30235,room_dw_teevie_shuttahmaze
235,30236,room_dw_teevie_stealth_d
236,30237,room_dw_teevie_dust
237,30238,room_dw_teevie_dust_south
238,30239,room_ch3_gacharoom_unknown
239,30240,room_dw_ranking_t
240,30241,room_dw_puzzlecloset_1a
241,30242,room_dw_rhythm_countdown
242,30243,room_dw_snow_zone_east_door
243,n/a,room_intro
244,30244,room_dw_inbetweenhall
245,n/a,room_chapter_continue
