InputID,ComputedRoomID,RoomName
137,50139,room_dw_garden_finalplatforming
138,50140,room_dw_garden_finalplatforming_right
139,50141,room_dw_garden_wateringcan_aqua
140,50142,room_dw_garden_aquadarkness
141,50143,room_dw_garden_aquahole
142,50144,room_dw_garden_aquashrine
143,50145,room_dw_garden_aquaplatforming
144,50146,room_dw_garden_cliffexit
145,50147,room_dw_garden_susiechase
146,50148,room_dw_garden_newdash
147,50149,room_dw_garden_shearyguide
148,50150,room_dw_pink_encounter
149,50151,room_dw_garden_aquatransition
150,50152,room_dw_garden_aquadash
151,50153,room_dw_garden_aquahole_left
152,50154,room_dw_garden_firstdash
153,50155,room_dw_garden_aquadash_plat
154,50156,room_dw_cliff_gardentransition_new
155,50157,room_dw_cliff_climbrefresher
156,50158,room_dw_cliff_cutdown_tutorial
157,50159,room_dw_cliff_bunnyfarm
158,50160,room_dw_cliff_silver_hammer
159,50161,room_dw_cliff_dash_runner
160,50162,room_dw_cliff_seth_miniboss
161,50163,room_dw_cliff_shop
162,50164,room_dw_cliff_netskieclimb
163,50165,room_dw_cliff_finaldash
164,50166,room_dw_cliff_yellowcave
165,50167,room_dw_cliff_shicave
166,50168,room_dw_cliff_verticalwind
167,50170,room_dw_cliff_verticalwind_post
168,50171,room_dw_cliff_netskieclimb_behind
169,50172,room_dw_cliff_eastcliff
170,50173,room_dw_cliff_bonuscombat
171,50174,room_dw_cliff_twirlflowerplatforming
172,50175,room_dw_cliff_kawkawdash
173,50176,room_dw_cliff_precipice
174,50177,room_dw_cliff_twirlflowerwind
175,50179,room_dogplatforming
176,50180,room_dw_fcastle_entrance
177,50181,room_dw_fcastle_cafe
178,50182,room_dw_fcastle_foyer
179,50183,room_dw_fcastle_post_party_jail
180,50184,room_dw_fcastle_shinobeetle_encounter
181,50185,room_dw_fcastle_left_wing_floweryscene
182,50186,room_dw_fcastle_bounce_1
183,50187,room_dw_fcastle_left_twodoors
184,50188,room_dw_fcastle_yellow_miniboss
185,50189,room_dw_fcastle_sandtrap
186,50190,room_dw_fcastle_dangerous_platforming
187,50191,room_dw_fcastle_blueroom
188,50192,room_dw_fcastle_yellowjail
189,50193,room_dw_fcastle_onsen
190,50194,room_dw_fcastle_left_penultimate
191,50195,room_dw_flowery_tree
192,50196,room_dw_fcastle_bounce_3
193,50197,room_dw_fcastle_shinobeetle_3d
194,50198,room_dw_fcastle_heldmushrooms
195,50199,room_dw_fcastle_flowerydash
196,50200,room_dw_fcastle_partyjail
197,50201,room_dw_fcastle_terracotta_encounter
198,50202,room_dw_fcastle_terracotta_bonus
199,50204,room_dw_fcastle_right_wing_floweryscene
200,50205,room_dw_fcastle_orange_puppet_introduction
201,50206,room_dw_fcastle_gloves_tower
202,50207,room_dw_fcastle_second_diner
203,50208,room_dw_fcastle_obscured_bullets
204,50209,room_dw_fcastle_foxhunt
205,50210,room_dw_fcastle_right_penultimate
206,50211,room_dw_fcastle_green_orange_battle
207,50212,room_dw_fcastle_right_endingscene
208,50213,room_dw_fcastle_right_puzzle
209,50214,room_dw_castle_music
210,50215,room_man
211,50216,room_dw_dogballoon
212,50218,room_dw_fcastle_sidepuzzle
213,50219,room_dw_castle_tv_mike
214,50220,room_dw_fcastle_zenlooker
215,50221,room_dw_fcastle_trainroom
216,50222,room_dw_post_flowery_battle
217,50223,room_dw_fcastle_flowerclimb
218,50224,room_dw_fcastle_top_intro
219,50225,room_dw_fcastle_top_staircase_1
220,50226,room_dw_fcastle_ultradash
221,50227,room_dw_fcastle_yellowblue
222,50228,room_dw_fcastle_top_entrance
223,50229,room_dw_fcastle_top_staircase_2
224,50230,room_dw_fcastle_green_checkpoint
225,50231,room_dw_fcastle_final_save
226,50232,room_dw_fcastle_flowery
227,50233,room_dw_fcastle_seth_encounter
228,50234,room_dw_fcastle_top_descent
229,50235,room_dw_fcastle_top_pinkdoor
230,50236,room_dw_fcastle_pinkroom
231,50237,room_dw_fcastle_top_fountain
232,50238,room_dw_post_fountain_close
233,50239,room_dw_fcastle_pinkshop
234,50240,room_dw_fcastle_foxhunt_terakota
235,50241,room_dw_fcastle_foxhunt_socks
236,50242,room_dw_fcastle_foxhunt_chaos
237,50243,room_dw_fcastle_foxhunt_secret
238,50244,room_dw_castle_tv_kikky
239,50246,room_dw_fcastle_terracotta_puzzle
240,50247,room_dw_fcastle_bromides
241,50248,room_dw_fcastle_top_ascent
242,50249,room_dw_fcastle_top_challenge
243,n/a,room_dw_fcastle_asgore
244,50217,room_dw_fcastle_orange_gauntlet
245,50203,room_dw_fcastle_fusumadodge
246,n/a,room_title_placeholder
247,n/a,room_intro_ch5
248,50169,room_dw_cliff_sethaqua_battle
249,n/a,room_dw_fcastle_flowerclimb_for_tiling
250,n/a,room_dw_petaltest
251,n/a,room_floortex_test
