InputID,ComputedRoomID,RoomName
133,40133,room_dw_church_poolsroom1
134,40134,room_dw_church_candlesroom1
135,40135,room_dw_church_solowaterfall
136,40136,room_dw_church_statueroom
137,40137,room_dw_church_poolsroom2
138,40138,room_dw_church_shelfclimb2
139,40139,room_dw_church_statueclimb_npcroom
140,40140,room_dw_church_bellhall_west
141,40141,room_dw_church_fountainconnection
142,40142,room_dw_church_stainedglasspreview
143,40143,room_dw_church_stairs_topleft
144,40144,room_dw_church_npcroom_pools1
145,40145,room_dw_church_poolsroom1_east
146,40146,room_dw_church_minorlegend
147,40147,room_dw_church_bookenemywest
148,40148,room_dw_church_poolsroom2south
149,40149,room_lw_church_office
150,40150,room_dw_church_bellhall_east
151,40151,room_dw_church_bellhall_central
152,n/a,room_dw_church_darkroom_old
153,n/a,room_dw_church_lantern1_old
154,40154,room_dw_ralsei_castle_3f
155,40155,room_dw_castle_rooms_ralsei
156,40156,room_dw_rotating_tower
157,n/a,room_dark_twostoryTest
158,n/a,room_overworldDarknessBulletTest
159,40159,room_krisroom_dark
160,n/a,room_overworld_darkmaku_ring
161,n/a,room_dw_church_statueroom_old
162,40162,room_lw_noellehouse_vents_west
163,n/a,room_lerptest
164,n/a,room_overworld_darkmakumaze
165,n/a,room_overworld_darkmaku_blocks
166,40166,room_town_krisyard_dark
167,40167,room_dw_castle_rooms_queen
168,40168,room_dw_castle_rooms_tenna
169,n/a,room_traintest
170,n/a,room_dw_church_rippletest
171,40171,room_dw_church_ripplepuzzle
172,n/a,room_dw_church_gueitest
173,40173,room_dw_church_glass
174,40174,room_dw_church_staircase
175,40175,room_dw_church_bellhall_bookroom
176,40176,room_dw_church_bookcase
177,40177,room_dw_church_savepoint
178,40178,room_dw_church_dark_fire_puzzle
179,40179,room_dw_church_turtles
180,40180,room_dw_church_guei
181,40181,room_dw_church_jackenstein
182,40182,room_dw_church_bellhall_curtain
183,n/a,room_dw_church_lantern_hallway_old
184,40184,room_dw_church_dogclimb
185,40185,room_dw_church_arena
186,n/a,room_debug_pianotest
187,n/a,room_gersonbattleroomtest
188,n/a,room_traintest_big
189,n/a,room_dw_church_chase_old
190,n/a,room_dw_3d_tower_test
191,n/a,room_dw_titan_tower_test
192,40192,room_dw_churchb_nongerson_post
193,40193,room_lw_noellehouse_vents_north
194,40194,room_lw_noellehouse_vents_east
195,40195,room_lw_noellehouse_vents_south
196,n/a,room_bullettest_new
197,n/a,room_test_pianoGimmick
198,n/a,room_test_remotePiano
199,n/a,room_DARKbase_GMS2
200,n/a,room_test_climb_new2
201,n/a,room_test_climb_cameratest
202,n/a,room_test_climb_0001
203,n/a,room_test_climb_enterexit
204,40205,room_dw_church_climbtut
205,40206,room_dw_church_fastwater
206,40207,room_dw_church_crumbletower
207,40208,room_dw_church_tower1
208,40209,room_lw_church_choir
209,40210,room_dw_church_bellclimb
210,40211,room_dw_church_shiftclimb
211,40212,room_dw_church_intropiano
212,40213,room_dw_church_intro_gerson
213,40214,room_dw_church_pianopiece_left
214,40215,room_dw_church_northprophecies
215,40216,room_dw_church_darkmaze
216,40217,room_dw_church_quicktest
217,40218,room_dw_church_pianopiece_right
218,40219,room_dw_church_pianopuzzle
219,40220,room_dw_church_nwconnect
220,40221,room_dw_church_rightconnect
221,40222,room_dw_church_stairspreview
222,40223,room_dw_church_trueclimbadventure
223,40224,room_dw_church_organpuzzle
224,40225,room_dw_church_mizzleencounter
225,40226,room_dw_church_sideclimb
226,40227,room_dw_church_secretpiano
227,40228,room_dw_church_ripplepuzzle_postgers
228,40229,room_dw_church_tallbookcases_backup
229,40230,room_dw_church_fountain
230,40231,room_dw_church_b_intro
231,40232,room_dw_churchc_final_prophecy
232,40233,room_dw_church_bookshelfpuzzle
233,40234,room_lw_noellehouse_basement
234,40235,room_dw_church_biblioxencounter
235,40236,room_dw_church_darkclimb
236,40237,room_dw_church_moneyfountain
237,n/a,room_rotating_tower_new_test
238,40239,room_dw_church_pianopiece_left_b
239,40240,room_dw_church_pianopiece_rightprophecy
240,n/a,room_rotating_tower_new_example
241,40242,room_dw_church_shadowgerson
242,40243,room_dw_church_holywatercooler
243,40244,room_dw_church_rippleworship
244,40245,room_dw_church_waterfallroom
245,40246,room_dw_church_waterfalltearoom
246,40247,room_dw_castle_rooms_kris_susie
247,40248,room_dw_churchb_staircaseintro
248,40249,room_dw_churchb_prophecyencounter
249,40250,room_dw_churchb_worshiproom
250,40251,room_dw_churchb_libraryconnector
251,40252,room_dw_churchb_savepoint
252,40253,room_dw_churchb_rotatingtower
253,40254,room_dw_churchb_bellroom
254,40255,room_dw_churchb_escherstaircase
255,40256,room_dw_churchb_prophecymaze
256,40257,room_dw_churchb_rotatingtower2
257,40258,room_dw_churchb_gersonstudy
258,40259,room_dw_churchb_gersonchase
259,40260,room_dw_churchb_extinguisher
260,40261,room_dw_church_knightclimb
261,40262,room_dw_church_knightclimb_post
262,40263,room_dw_rhythm
263,40264,room_dw_rhythm_countdown
264,40265,room_dw_rhythm_empty
265,40266,room_rhythmgame_editor
266,40267,room_dw_churchb_ripple1
267,40268,room_dw_churchb_ripplepost
268,40269,room_dw_churchb_library_alternate
269,40270,room_dw_churchb_moneyfountain
270,40271,room_dw_churchc_superprophecies
271,40272,room_dw_churchc_encounter1
272,40273,room_dw_churchc_slidingpiano
273,40274,room_dw_churchc_ripplesneak_poc
274,40275,room_dw_churchc_encounter2
275,40276,room_dw_churchc_finalclimb
276,40277,room_dw_churchc_angelprophecy_encounter
277,40278,room_dw_churchc_savepoint
278,40279,room_dw_churchc_darkswords
279,40280,room_dw_churchc_pretitan
280,40281,room_dw_churchc_prepretitan
281,40282,room_dw_churchc_titandefeated
282,40283,room_dw_churchb_fountain
283,40284,room_dw_church_ripseq1
284,40285,room_dw_church_ripseq2
285,40286,room_dw_churchc_titanclimb1
286,40287,room_dw_churchc_titanclimb2
287,n/a,room_dw_churchc_titanclimb1_old
288,n/a,room_dw_churchc_titanclimb2_old
289,40291,room_lw_noellehouse_north
290,40292,room_lw_noellehouse_vents_north_west
291,n/a,room_dw_channelchange_test
292,n/a,room_ripple_test
293,n/a,room_dw_churchb_prophecymaze_old
294,40296,room_dw_churchb_fireplace
295,40297,room_dw_churchb_nongerson
296,40298,room_dw_churchb_library
297,40299,room_dw_castle_tv_rhythm
298,40300,room_dw_castle_tv
299,40301,room_dw_churchb_windows
300,40302,room_dw_churchb_bookshelf
301,40303,room_dw_churchb_man
302,40304,room_dw_churchb_gallery
303,40305,room_dw_churchb_rotatingtower_old
304,40306,room_dw_churchb_darkclimb
305,40307,room_dw_churchc_titanclimb1_post
306,40308,room_dw_churchc_titanclimb2_post
307,40309,room_dw_churchb_darkclimb_scene
308,40310,room_dw_churchc_dodge
309,40311,room_dw_churchc_insidetitan
310,n/a,room_lightworldTest
311,40313,room_dw_churchc_prophecies
312,40314,room_dw_churchc_angelprophecy
313,40315,room_dw_church_bookshelfpuzzle_rev
314,n/a,room_dw_churchc_prophecies_backup
315,40317,room_dw_churchc_treasurechest
316,n/a,room_dw_churchc_titanclimb2_old2
317,n/a,room_dw_churchc_titanclimb1_tiled
318,n/a,room_dw_churchc_titanclimb2_tiled
319,n/a,room_dw_churchb_rotatingtower_tiled
320,n/a,room_vfx_tester
321,40321,room_dw_castle_tv_zone_1
322,40322,room_dw_castle_tv_zone_2
323,40323,room_dw_castle_tv_zone_3
324,40324,room_dw_castle_tv_zone_battle
325,40325,room_dw_castle_tv_zone_minigame
326,n/a,room_shapetest
327,n/a,room_chapter_continue
