InputID,ComputedRoomID,RoomName
150,20160,room_dw_mansion_krisroom
151,20161,room_dw_mansion_susieroom
152,20162,room_dw_mansion_lightner_hallway
153,20163,room_dw_mansion_darkbulb_1
154,20164,room_dw_mansion_darkbulb_2
155,20165,room_dw_mansion_darkbulb_3
156,20166,room_dw_mansion_dining_a
157,20167,room_dw_mansion_entrance
158,20168,room_dw_mansion_fire_paintings
159,20169,room_dw_mansion_single_pot
160,20170,room_dw_mansion_potBalance
161,20171,room_dw_mansion_tasquePaintings
162,20172,room_dw_mansion_traffic
163,20173,room_dw_mansion_east_1f_e
164,20174,room_dw_mansion_east_1f_secret
165,20175,room_dw_mansion_east_teacup
166,20176,room_dw_mansion_east_teacup_4
167,20177,room_dw_mansion_east_teacup_3
168,20178,room_dw_mansion_east_teacup_2
169,20179,room_dw_mansion_b_entrance
170,20180,room_dw_mansion_b_stairs
171,20181,room_dw_mansion_b_central
172,20182,room_dw_mansion_b_west_1f
173,20183,room_dw_mansion_b_west_1f_a
174,20184,room_dw_mansion_b_west_1f_b
175,20185,room_dw_mansion_b_west_2f
176,20186,room_dw_mansion_b_east
177,20187,room_dw_mansion_b_east_a
178,20188,room_dw_mansion_b_east_b
179,20189,room_dw_mansion_b_east_transformed
180,20190,room_dw_mansion_east_2f_a
181,20191,room_dw_mansion_east_2f_transformed_new
182,20192,room_dw_mansion_east_2f_shortcut
183,20193,room_dw_mansion_kitchen
184,20194,room_dw_mansion_east_2f_c
185,20195,room_dw_mansion_east_2f_c_a
186,20196,room_dw_mansion_east_2f_d
187,20197,room_dw_mansion_east_3f
188,20198,room_dw_mansion_east_3f_projection
189,20199,room_dw_mansion_east_3f_toilet
190,20200,room_dw_mansion_acid_tunnel
191,20201,room_dw_mansion_acid_tunnel_puzzle_entrance
192,20202,room_dw_mansion_acid_tunnel_loop_rouxls
193,20203,room_dw_mansion_acid_tunnel_exit
194,20204,room_dw_mansion_east_4f_b
195,20205,room_dw_mansion_east_4f_c
196,20206,room_dw_mansion_east_4f_d
197,20207,room_dw_mansion_top
198,20208,room_dw_mansion_top_post
199,20004,room_dw_mansion_prefountain
200,20003,room_dw_mansion_fountain
201,20209,room_dw_mansion_ferris_wheel
202,20210,room_dw_mansion_ferris_wheel_post
203,20211,room_dw_mansion_noelle_room
204,20212,room_dw_mansion_bridges
205,20213,room_dw_mansion_bridges_funny
206,20214,room_dw_mansion_mouseLottery
207,20215,room_dw_mansion_hands
208,20216,room_dw_mansion_dining3
209,20217,room_dw_mansion_dininghall
210,20218,room_dw_mansion_dining_storage
211,20219,room_dw_mansion_east_1f_b
212,20220,room_dw_mansion_east_2f_c_b
213,20221,room_dw_mansion_traffic_original
214,20222,room_dw_mansion_east_1f_a
215,20223,room_dw_mansion_east_2f_teacup
216,20224,room_dw_mansion_east_4f_e
217,20225,room_dw_mansion_east_4f_a
218,20226,room_dw_mansion_east_2f_ufo_old
219,20227,room_dw_mansion_east_1f_d
220,20228,room_dw_mansion_east_1f_c
221,20229,room_dw_mansion_sparks
222,20230,room_dw_mansion_acid_tunnel_old
223,20231,room_dw_mansion_top_post_old
224,20232,room_dw_mansion_elevator
225,20002,room_intro_ch2
226,20233,PLACE_DOG
227,20234,room_legend
228,20235,room_legend_neo
229,20236,room_shop1
230,20237,room_shop_ch2_music
231,20238,room_shop_ch2_swatch
232,20239,room_shop_ch2_spamton
233,20240,room_gameover
234,20241,PLACE_LOGO
235,20242,PLACE_FAILURE
236,20243,PLACE_NAMING_JIKKEN
237,20244,PLACE_MENU
238,20245,room_ed
239,20246,room_empty
240,20247,room_DARKempty
241,20248,room_DARKbase_GMS2
242,20249,room_dw_cyber_battle_maze_2_old
243,20250,room_dw_cyber_keyboard_puzzle_1_old
244,20251,room_dw_cyber_tasque_battle_og
245,20252,room_dw_cyber_savepoint_original
246,20253,room_dw_cyber_battle_maze_1_Original
247,20254,room_dw_cyber_music_bullet_original
248,20255,room_dw_cyber_maze_virokun_backuo
249,20256,room_dw_cyber_battle_maze_2_toby
250,20257,room_dw_city_big_1_original
251,20258,room_dw_city_traffic_2_old
252,20259,room_dw_city_big_2_OG
253,20260,room_dw_city_mice2_og
254,20261,room_dw_mansion_east_teacup_4_old
255,20262,room_dw_cyber_teacup_1
256,20263,room_dw_cyber_viromaze2
257,20264,room_dw_city_traffic_5_old
258,20265,room_dw_mansion_dining_storage_old
259,20266,room_dw_cyber_virovirokun_fight
260,20267,room_dw_mansion_east_2f_d_backup
261,20268,room_dw_city_traffic_3_backup
262,20269,room_cc_lancer
263,20270,room_cc_clover
264,20271,room_cc_fountain
265,20272,room_dw_city_big_3_og
266,20273,room_dw_mansion_bridgesold
267,20274,room_dw_city_sidewayscars
268,20275,room_transformation_sequence
269,20276,room_dw_mansion_gigaqueen
270,20277,room_musical_sync_test
271,20001,PLACE_DOGCHECK2
272,20008,room_debug_smallface_dark
273,20006,room_debug_smallface
274,20009,room_debug_choicer_dark
275,20005,room_debug_choicer_light
276,20007,room_debug_battleBalloon
277,n/a,room_chapter_continue
